RecordID,RecordSubID_old,RecordSubID_new,Treatment,Treatment_Severity,TimeSinceFire_years,Study_Severity,Authors,Title,DOI,StudyType,VegCover,GFEDVegCover,Region,LatLon,LitterC_Binary_Measurements,O_MineralCombo_Binary_Measurements,O_lyr_Binary_Measurements,Mineral_Binary_Measurements,BurnDepth_Binary_Measurements,SoilC_Binary_Measurements,SoilN_Binary_Measurements,pyC_char_ash_Binary_Measurements,Rs_Rh_Ra_CH4_Binary_Measurements,C02mic_BasalResp_Binary_Measurements,CUEmic_Binary_Measurements,MBC_Binary_Measurements,DOC_Binary_Measurements,Microbial_comp_Binary_Measurements,RootN_Binary_Measurements,RootC_Binary_Measurements,BD_Binary_Measurements,MRT_Binary_Measurements,SoilC_Units_StockData,SoilC1_Depth_cm_StockData,SoilC2_Depth_cm_StockData,SoilC3_Depth_cm_StockData,O_lyr_Units_StockData,PyC_Units_StockData,LitterDuff_Units_StockData,RootC_Units_StockData,MBC_Units_StockData,SrespUnits_FluxData,CH4Units_FluxData,PeatAccumulationRate_units_FluxData,EmissionsUnits_Emissions,Description_StockData,DescriptionText_StockData,SoilC1_StockData,SoilC2_StockData,SoilC3_StockData,O_lyrC_StockData,PyC_StockData,LitterDuffC_StockData,RootC_StockData,MBC_StockData,BD_gcm3_StockData,Rs_FluxData,Rh_FluxData,Ra_FluxData,CH4_FluxData,MRT_active_FluxData,MRT_passive_FluxData,MRT_total_FluxData,PeatAccumulationRate_FluxData,CO2mic_text,BurnDepth_cm_Emissions,Soil_Emissions,Litter_Emissions,Roots_Emissions,TotalBelowground_Emissions,UniqueID,Lat,Lon,Biome,Biome_simple,SoilC1_StockData_Mg_ha,SoilC1_StockData_Mg_ha_scaled,SoilC2_StockData_Mg_ha,SoilC3_StockData_Mg_ha,SoilC1_StockData_percent,SoilC2_StockData_percent,SoilC3_StockData_percent,O_lyrC_StockData_Mg_ha,O_lyrC_StockData_percent,LitterDuffC_StockData_Mg_ha,LitterDuffC_StockData_percent,RootC_StockData_Mg_ha,MBC_StockData_Mg_ha,MBC_StockData_percent,Rs_FluxData_g_m2,Rs_FluxData_g_m2_unit,Ra_FluxData_g_m2,Ra_FluxData_g_m2_unit,CH4_FluxData_g_m2,CH4_FluxData_g_m2_unit,PeatAccumulationRate_FluxData_g_m2,PeatAccumulationRate_FluxData_g_m2_unit
117,2,4,Burn,LowSeverity,1,High,"Benscoter, BW; Wieder, RK",https://cdnsciencepub.com/doi/pdf/10.1139/x03-162,10.1139/X03-162,NA,peatland,PEAT,Canada,"54.9, -114.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,kgC_per_m2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LowSeverity,Hummucks(microtopagraphy; light combustion rate),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,117_4,54.9,-114,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1,5,Burn,LowSeverity,1,High,"Benscoter, BW; Wieder, RK",https://cdnsciencepub.com/doi/pdf/10.1139/x03-162,10.1139/X03-162,NA,peatland,PEAT,Canada,"54.9, -114.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,kgC_per_m2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LowSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117_5,54.9,-114,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2,6,Burn,LowSeverity,1,High,"Benscoter, BW; Wieder, RK",https://cdnsciencepub.com/doi/pdf/10.1139/x03-162,10.1139/X03-162,NA,peatland,PEAT,Canada,"54.9, -114.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,kgC_per_m2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LowSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117_6,54.9,-114,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,1,Control,Control_ref,13,Mixed,"Boulanger, Yan; Sirois, Luc; Hebert, Christian",(PDF) Fire severity as a determinant factor of the decomposition rate of fire-killed black spruce in the northern boreal forest (researchgate.net),10.1139/X10-218,Wildfire,Black Spruce,BORF,Canada,"53,-78",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Sgs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.55555556,NA,NA,NA,NA,NA,NA,NA,155_1,53,-78,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,2,2,Control,Control_ref,13,Mixed,"Boulanger, Yan; Sirois, Luc; Hebert, Christian",(PDF) Fire severity as a determinant factor of the decomposition rate of fire-killed black spruce in the northern boreal forest (researchgate.net),10.1139/X10-218,Wildfire,Black Spruce,BORF,Canada,"53,-78",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Logs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.03703704,NA,NA,NA,NA,NA,NA,NA,155_2,53,-78,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,3,Burn,ModSeverity,13,Mixed,"Boulanger, Yan; Sirois, Luc; Hebert, Christian",(PDF) Fire severity as a determinant factor of the decomposition rate of fire-killed black spruce in the northern boreal forest (researchgate.net),10.1139/X10-218,Wildfire,Black Spruce,BORF,Canada,"53,-78",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ModSeverity,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.66666667,NA,NA,NA,NA,NA,NA,NA,155_3,53,-78,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,2,4,Burn,ModSeverity,13,Mixed,"Boulanger, Yan; Sirois, Luc; Hebert, Christian",(PDF) Fire severity as a determinant factor of the decomposition rate of fire-killed black spruce in the northern boreal forest (researchgate.net),10.1139/X10-218,Wildfire,Black Spruce,BORF,Canada,"53,-78",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ModSeverity,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.82352941,NA,NA,NA,NA,NA,NA,NA,155_4,53,-78,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,5,Burn,HighSeverity,13,Mixed,"Boulanger, Yan; Sirois, Luc; Hebert, Christian",(PDF) Fire severity as a determinant factor of the decomposition rate of fire-killed black spruce in the northern boreal forest (researchgate.net),10.1139/X10-218,Wildfire,Black Spruce,BORF,Canada,"53,-78",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighSeverity,Severe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,155_5,53,-78,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,2,6,Burn,HighSeverity,13,Mixed,"Boulanger, Yan; Sirois, Luc; Hebert, Christian",(PDF) Fire severity as a determinant factor of the decomposition rate of fire-killed black spruce in the northern boreal forest (researchgate.net),10.1139/X10-218,Wildfire,Black Spruce,BORF,Canada,"53,-78",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighSeverity,Severe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.1111111,NA,NA,NA,NA,NA,NA,NA,155_6,53,-78,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,7,Burn,HighSeverity,13,Mixed,"Boulanger, Yan; Sirois, Luc; Hebert, Christian",(PDF) Fire severity as a determinant factor of the decomposition rate of fire-killed black spruce in the northern boreal forest (researchgate.net),10.1139/X10-218,Wildfire,Black Spruce,BORF,Canada,"53,-78",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighSeverity,Very Severe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,155_7,53,-78,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,2,8,Burn,HighSeverity,13,Mixed,"Boulanger, Yan; Sirois, Luc; Hebert, Christian",(PDF) Fire severity as a determinant factor of the decomposition rate of fire-killed black spruce in the northern boreal forest (researchgate.net),10.1139/X10-218,Wildfire,Black Spruce,BORF,Canada,"53,-78",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighSeverity,Very Severe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.8571429,NA,NA,NA,NA,NA,NA,NA,155_8,53,-78,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1,1,Control,Unburned,3,High,"Brown, C. D.; Johnstone, J. F.",How does increased fire frequency affect carbon loss from fire? A case study in the northern boreal forest (csiro.au),10.1071/WF10113,Wildfire,Black Spruce,BORF,Canada,"66.12,-137.25",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,gC_per_m2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,4209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173_1,66.12,-137.25,Tundra,AlpineBorealForest,42.09,17.07400103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1,2,Burn,LowFrequency,3,High,"Brown, C. D.; Johnstone, J. F.",How does increased fire frequency affect carbon loss from fire? A case study in the northern boreal forest (csiro.au),10.1071/WF10113,Wildfire,Black Spruce,BORF,Canada,"66.12,-137.25",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,gC_per_m2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LowFrequency,BurnedOnce,3420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173_2,66.12,-137.25,Tundra,AlpineBorealForest,34.2,13.87338644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1,3,Burn,ModFrequency,3,High,"Brown, C. D.; Johnstone, J. F.",How does increased fire frequency affect carbon loss from fire? A case study in the northern boreal forest (csiro.au),10.1071/WF10113,Wildfire,Black Spruce,BORF,Canada,"66.12,-137.25",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,gC_per_m2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ModFrequency,Burned 2x,2654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173_3,66.12,-137.25,Tundra,AlpineBorealForest,26.54,10.7660724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,1,1,Control,Unburned,3,Low,"Burd, Katheryn; Estop-Aragones, Cristian; Tank, Suzanne E.; Olefeldt, David","Lability of dissolved organic carbon from boreal peatlands: interactions between permafrost thaw, wildfire, and season (cdnsciencepub.com)",10.1139/cjss-2019-0154,Wildfire,boreal peatland; black spruce,PEAT,Canada,"61.19, -120.08",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183_1,61.19,-120.08,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,1,2,Burn,Burned,3,Low,"Burd, Katheryn; Estop-Aragones, Cristian; Tank, Suzanne E.; Olefeldt, David","Lability of dissolved organic carbon from boreal peatlands: interactions between permafrost thaw, wildfire, and season (cdnsciencepub.com)",10.1139/cjss-2019-0154,Wildfire,boreal peatland; black spruce,PEAT,Canada,"61.19, -120.08",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Burned edge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183_2,61.19,-120.08,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,1,3,Burn,Burned,3,Low,"Burd, Katheryn; Estop-Aragones, Cristian; Tank, Suzanne E.; Olefeldt, David","Lability of dissolved organic carbon from boreal peatlands: interactions between permafrost thaw, wildfire, and season (cdnsciencepub.com)",10.1139/cjss-2019-0154,Wildfire,boreal peatland; black spruce,PEAT,Canada,"61.19, -120.08",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,plateau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183_3,61.19,-120.08,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,1,1,Control,Control_ref,85,High,"Chen, Han Y. H.; Shrestha, Bharat M.","Stand age, fire and clearcutting affect soil organic carbon and aggregation of mineral soils in boreal forests - ScienceDirect",10.1016/j.soilbio.2012.03.014,Wildfire,"aspen,pine,spruce,birch",BORF,Canada,"49.5,-89.8",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,MgC_per_hectare,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Control_ref,17,NA,NA,NA,NA,NA,NA,NA,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241_1,49.5,-89.8,Boreal Forests/Taiga,AlpineBorealForest,17,11.8444819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,2,2,Control,Control_ref,10,High,"Chen, Han Y. H.; Shrestha, Bharat M.","Stand age, fire and clearcutting affect soil organic carbon and aggregation of mineral soils in boreal forests - ScienceDirect",10.1016/j.soilbio.2012.03.014,Wildfire,"aspen,pine,spruce,birch",BORF,Canada,"49.5,-89.8",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,MgC_per_hectare,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Control_ref,17,NA,NA,NA,NA,NA,NA,NA,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241_2,49.5,-89.8,Boreal Forests/Taiga,AlpineBorealForest,17,11.8444819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,3,3,Control,Control_ref,2,High,"Chen, Han Y. H.; Shrestha, Bharat M.","Stand age, fire and clearcutting affect soil organic carbon and aggregation of mineral soils in boreal forests - ScienceDirect",10.1016/j.soilbio.2012.03.014,Wildfire,"aspen,pine,spruce,birch",BORF,Canada,"49.5,-89.8",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,MgC_per_hectare,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Control_ref,17,NA,NA,NA,NA,NA,NA,NA,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241_3,49.5,-89.8,Boreal Forests/Taiga,AlpineBorealForest,17,11.8444819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,1,4,Burn,Burned,85,High,"Chen, Han Y. H.; Shrestha, Bharat M.","Stand age, fire and clearcutting affect soil organic carbon and aggregation of mineral soils in boreal forests - ScienceDirect",10.1016/j.soilbio.2012.03.014,Wildfire,"aspen,pine,spruce,birch",BORF,Canada,"49.5,-89.8",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,MgC_per_hectare,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,85-years post-fire,25,NA,NA,NA,NA,NA,NA,NA,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241_4,49.5,-89.8,Boreal Forests/Taiga,AlpineBorealForest,25,17.41835574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,2,5,Burn,Burned,10,High,"Chen, Han Y. H.; Shrestha, Bharat M.","Stand age, fire and clearcutting affect soil organic carbon and aggregation of mineral soils in boreal forests - ScienceDirect",10.1016/j.soilbio.2012.03.014,Wildfire,"aspen,pine,spruce,birch",BORF,Canada,"49.5,-89.8",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,MgC_per_hectare,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,10-years post-fire,12,NA,NA,NA,NA,NA,NA,NA,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241_5,49.5,-89.8,Boreal Forests/Taiga,AlpineBorealForest,12,8.360810755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,3,6,Burn,Burned,2,High,"Chen, Han Y. H.; Shrestha, Bharat M.","Stand age, fire and clearcutting affect soil organic carbon and aggregation of mineral soils in boreal forests - ScienceDirect",10.1016/j.soilbio.2012.03.014,Wildfire,"aspen,pine,spruce,birch",BORF,Canada,"49.5,-89.8",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,MgC_per_hectare,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,2-years post-fire,16,NA,NA,NA,NA,NA,NA,NA,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241_6,49.5,-89.8,Boreal Forests/Taiga,AlpineBorealForest,16,11.14774767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1,1,Control,Control_ref,5,Mixed,"Clason, Alana J.; Farnell, Ingrid; Lilles, Erica B.",Frontiers | Carbon 5Ð60 Years After Fire: Planting Trees Does Not Compensate for Losses in Dead Wood Stores (frontiersin.org),10.3389/ffgc.2022.868024,Wildfire,spruce-fir,BORF,Canada,"54.86102706678636, -124.93442689953763",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,MgC_per_hectare,20,NA,NA,NA,NA,MgC_per_hectare,NA,NA,NA,NA,NA,NA,Control_ref,Control_ref,47,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269_1,54.86102707,-124.9344269,Temperate Conifer Forests,TemperateForest,47,29.30290482,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1,2,Burn,Burned,5,Mixed,"Clason, Alana J.; Farnell, Ingrid; Lilles, Erica B.",Frontiers | Carbon 5Ð60 Years After Fire: Planting Trees Does Not Compensate for Losses in Dead Wood Stores (frontiersin.org),10.3389/ffgc.2022.868024,Wildfire,spruce-fir,BORF,Canada,"54.86102706678636, -124.93442689953763",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,MgC_per_hectare,20,NA,NA,NA,NA,MgC_per_hectare,NA,NA,NA,NA,NA,NA,Burned,Burned,47,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269_2,54.86102707,-124.9344269,Temperate Conifer Forests,TemperateForest,47,29.30290482,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1,1,Control,Control_ref,55,High,"Czimczik, Claudia I.; Trumbore, Susan E.; Carbone, Mariah S.; Winston, Gregory C.",Changing sources of soil respiration with time since fire in a boreal forest,10.1111/j.1365-2486.2006.01107.x,Wildfire,Black Spruce,BORF,Canada,"56.22, -98.82",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_m2_per_hr,NA,NA,NA,Control_ref,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304_1,56.22,-98.82,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,hr,0.055,hr,NA,NA,NA,NA
304,2,2,Control,Control_ref,25,High,"Czimczik, Claudia I.; Trumbore, Susan E.; Carbone, Mariah S.; Winston, Gregory C.",Changing sources of soil respiration with time since fire in a boreal forest,10.1111/j.1365-2486.2006.01107.x,Wildfire,Black Spruce,BORF,Canada,"56.22, -98.82",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_m2_per_hr,NA,NA,NA,Control_ref,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304_2,56.22,-98.82,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,hr,0.055,hr,NA,NA,NA,NA
304,3,3,Control,Control_ref,1,High,"Czimczik, Claudia I.; Trumbore, Susan E.; Carbone, Mariah S.; Winston, Gregory C.",Changing sources of soil respiration with time since fire in a boreal forest,10.1111/j.1365-2486.2006.01107.x,Wildfire,Black Spruce,BORF,Canada,"56.22, -98.82",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_m2_per_hr,NA,NA,NA,Control_ref,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304_3,56.22,-98.82,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,hr,0.055,hr,NA,NA,NA,NA
304,1,4,Burn,Burned,55,High,"Czimczik, Claudia I.; Trumbore, Susan E.; Carbone, Mariah S.; Winston, Gregory C.",Changing sources of soil respiration with time since fire in a boreal forest,10.1111/j.1365-2486.2006.01107.x,Wildfire,Black Spruce,BORF,Canada,"56.22, -98.82",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_m2_per_hr,NA,NA,NA,Burned,55-years post-fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304_4,56.22,-98.82,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145,hr,0.125,hr,NA,NA,NA,NA
304,2,5,Burn,Burned,25,High,"Czimczik, Claudia I.; Trumbore, Susan E.; Carbone, Mariah S.; Winston, Gregory C.",Changing sources of soil respiration with time since fire in a boreal forest,10.1111/j.1365-2486.2006.01107.x,Wildfire,Black Spruce,BORF,Canada,"56.22, -98.82",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_m2_per_hr,NA,NA,NA,Burned,25-years post-fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304_5,56.22,-98.82,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,hr,0.07,hr,NA,NA,NA,NA
304,3,6,Burn,Burned,1,High,"Czimczik, Claudia I.; Trumbore, Susan E.; Carbone, Mariah S.; Winston, Gregory C.",Changing sources of soil respiration with time since fire in a boreal forest,10.1111/j.1365-2486.2006.01107.x,Wildfire,Black Spruce,BORF,Canada,"56.22, -98.82",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_m2_per_hr,NA,NA,NA,Burned,1-year post-fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304_6,56.22,-98.82,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,hr,0.02,hr,NA,NA,NA,NA
